feature,importance
mean_speed_kph,1.3148798870225848
entry_speed_kph,0.5834193464936912
exit_speed_kph,0.16525606688367103
min_speed_kph,0.1537668727579268
var_speed,0.10547798326689145
full_throttle_ratio,0.046341770960290116
throttle_on_m,0.019897586336048937
brake_start_m,0.015125117941948612
max_speed_kph,0.00750298416576786
brake_ratio,0.0064877565229787566
