driver,file,sector,y,delta,speed_mean,speed_min,speed_max,speed_entry,speed_exit,speed_p95,speed_p05,thr_mean,thr_std,br_mean,br_std,time_on_brake_s,brake_area
Eric Nickens,Garage 61 - Eric Nickens - Ligier JS P320 - Charlotte Motor Speedway (Roval 2025) - 01.14.152 - 01K57VVY1Y6Y5TF86RBGWBNBSF.csv,Backstretch Chicane,9.077316904576806,0.055588128013832616,55.60175542124542,32.7307,68.369255,62.32925989594812,33.04581875281129,68.10090562222385,33.59333209552737,0.6062230799235746,0.4668598531191921,0.128044739279444,0.27125566765288306,1.666538650449648,1.1026968566174102
Eric Nickens,Garage 61 - Eric Nickens - Ligier JS P320 - Charlotte Motor Speedway (Roval 2025) - 01.14.152 - 01K57VVY1Y6Y5TF86RBGWBNBSF.csv,NASCAR T3–T4 (Oval),12.325958500673625,0.23155039853116577,52.517430607046066,32.767216,64.84077,33.80646855539637,64.61533077016166,64.30332868441349,35.2525332985265,0.9645918750813008,0.10277146885318836,1.9373482064285286e-06,3.032429884594809e-05,0.0,3.520371233375826e-05
Eric Nickens,Garage 61 - Eric Nickens - Ligier JS P320 - Charlotte Motor Speedway (Roval 2025) - 01.14.152 - 01K57VVY1Y6Y5TF86RBGWBNBSF.csv,Frontstretch Chicane Exit,9.089149491911565,0.2153416311378873,47.5934508305709,30.478027,67.35945,65.01907977504573,44.23825581489393,67.11055560935625,31.38231556850147,0.6273168495069293,0.4437151720756285,0.13435953244969698,0.2579741115133112,2.130269412166773,1.270902859953072
Eric Stroisch,Garage 61 - Eric Stroisch - Ligier JS P320 - Charlotte Motor Speedway (Roval 2025) - 01.17.934 - 01K5QPC15W6QAEW4TVD95BW8PR.csv,Frontstretch Chicane,6.608706143288791,0.6414450021190587,43.899045350125945,37.64441,52.116802,42.7599656455657,43.11666525758391,51.58163280455342,37.82342621008589,0.6491447766210313,0.445530787212855,0.059185041317380345,0.15032107300714526,1.0326103348888735,0.419687626680181
Eric Stroisch,Garage 61 - Eric Stroisch - Ligier JS P320 - Charlotte Motor Speedway (Roval 2025) - 01.17.934 - 01K5QPC15W6QAEW4TVD95BW8PR.csv,Infield Entry/Horseshoe,11.321566309900124,0.9826269527899232,44.949898603550295,36.581326,54.388203,44.409441994197515,40.13702802624777,53.68135325182308,37.13615552765803,0.5533582341991169,0.4268641288261904,0.041446158343047344,0.07363053657419383,2.7419418406789364,0.49406871604019476
Eric Stroisch,Garage 61 - Eric Stroisch - Ligier JS P320 - Charlotte Motor Speedway (Roval 2025) - 01.17.934 - 01K5QPC15W6QAEW4TVD95BW8PR.csv,Infield Switchbacks,11.248439397351131,0.46421041091106474,51.69567301934524,41.254627,59.733284,42.56763625133812,43.749451333142076,59.38170720533909,42.83496042212303,0.7212134973120115,0.4267791649678772,0.03210611491145833,0.0746076633398863,1.5818117902525028,0.35805366046238585
Eric Stroisch,Garage 61 - Eric Stroisch - Ligier JS P320 - Charlotte Motor Speedway (Roval 2025) - 01.17.934 - 01K5QPC15W6QAEW4TVD95BW8PR.csv,NASCAR T1–T2 (Oval),16.346364596581978,0.6750684339720685,39.58271399698493,16.406672,62.16506,44.53633059218391,61.8195293939093,61.37437855160425,19.64162368385535,0.7019425211990985,0.4317808615309085,0.053453478627437184,0.12762484968854676,2.171001547983544,0.7406628019265769
Eric Stroisch,Garage 61 - Eric Stroisch - Ligier JS P320 - Charlotte Motor Speedway (Roval 2025) - 01.17.934 - 01K5QPC15W6QAEW4TVD95BW8PR.csv,Backstretch Chicane,9.278568305643317,0.25683952908034335,54.92800430560579,29.88936,68.33039,62.4630975836569,30.91353893663818,68.09254004364801,32.664675622970805,0.5507782445973659,0.49400221174514275,0.13739685995750453,0.2544377169105925,2.210908854079072,1.1874801263781734
Eric Stroisch,Garage 61 - Eric Stroisch - Ligier JS P320 - Charlotte Motor Speedway (Roval 2025) - 01.17.934 - 01K5QPC15W6QAEW4TVD95BW8PR.csv,NASCAR T3–T4 (Oval),13.105019442344211,1.010611340201752,49.84346297328244,28.91966,64.05505,29.501631068531164,63.842072437558784,63.545028124771285,29.997896073341835,0.9197920141094148,0.22220688781148024,0.000112682312086514,0.0009422436207568608,0.0,0.0009750080358136935
Eric Stroisch,Garage 61 - Eric Stroisch - Ligier JS P320 - Charlotte Motor Speedway (Roval 2025) - 01.17.934 - 01K5QPC15W6QAEW4TVD95BW8PR.csv,Frontstretch Chicane Exit,10.025335804890439,1.1515279441167614,43.45649581909548,26.93626,65.28194,64.21241458445508,42.2273622586849,65.07226544430182,27.334249641611922,0.4587777598805221,0.44314426159234166,0.11785117197906199,0.1688226656840789,3.642016522870355,1.2140421664767436
Erik Nekkers,Garage 61 - Erik Nekkers - Ligier JS P320 - Charlotte Motor Speedway (Roval 2025) - 01.17.071 - 01K5HQPT9XJKR0VA54BMA08HM8.csv,Frontstretch Chicane,6.510776724925004,0.5435155837552719,44.32340039240506,36.72004,52.493633,43.81764141460969,43.248251611567035,52.13689090407476,37.218963137067696,0.7081168298819517,0.4222612104150458,0.0760332236946329,0.1862000748095892,0.7884143690338873,0.5205052364248285
Erik Nekkers,Garage 61 - Erik Nekkers - Ligier JS P320 - Charlotte Motor Speedway (Roval 2025) - 01.17.071 - 01K5HQPT9XJKR0VA54BMA08HM8.csv,Infield Entry/Horseshoe,11.141568041326375,0.8026286842161738,45.38080091641791,37.01515,54.31148,44.79889131899904,39.02285889165295,53.51643609179019,37.52901847761914,0.5326957578800268,0.4080309598389906,0.039517294620906945,0.07730739079963558,1.2186090045200721,0.46281657122807457
Erik Nekkers,Garage 61 - Erik Nekkers - Ligier JS P320 - Charlotte Motor Speedway (Roval 2025) - 01.17.071 - 01K5HQPT9XJKR0VA54BMA08HM8.csv,Infield Switchbacks,11.497757330055157,0.7135283436150903,50.31245763043479,40.252487,58.677765,41.42636443143781,44.36204470981605,58.37184901163806,42.81587852013568,0.7374814936923189,0.4137662404923199,0.03435471619257037,0.06091452575287046,1.3024803225453108,0.4054804687115088
Erik Nekkers,Garage 61 - Erik Nekkers - Ligier JS P320 - Charlotte Motor Speedway (Roval 2025) - 01.17.071 - 01K5HQPT9XJKR0VA54BMA08HM8.csv,NASCAR T1–T2 (Oval),16.362505745594294,0.691209582984385,39.6623708927477,16.609518,61.474926,46.18029190720491,61.10930614640343,60.60165595344104,18.78022044996871,0.7577729420624617,0.3925071180205736,0.07675251696328433,0.1859959156434595,1.8535651039931036,1.0373736051556761
Erik Nekkers,Garage 61 - Erik Nekkers - Ligier JS P320 - Charlotte Motor Speedway (Roval 2025) - 01.17.071 - 01K5HQPT9XJKR0VA54BMA08HM8.csv,Backstretch Chicane,9.364912596183917,0.34318381962094335,54.12484419251337,28.443645,67.65849,61.766401606242965,28.74144428495029,67.5254260498751,29.967820687279882,0.5752655221324448,0.4771200295029238,0.14583772774567802,0.22653960090975162,2.8899534964786304,1.2603995612793837
Erik Nekkers,Garage 61 - Erik Nekkers - Ligier JS P320 - Charlotte Motor Speedway (Roval 2025) - 01.17.071 - 01K5HQPT9XJKR0VA54BMA08HM8.csv,NASCAR T3–T4 (Oval),12.568115028035724,0.47370692589326424,51.79638087250996,28.93843,64.23083,30.710174273694403,64.03471773177642,63.75559541179673,33.88059520506271,0.9856107519654715,0.07679639499965998,0.0019837247906814327,0.002153764625254609,0.0,0.024063224422193864
Erik Nekkers,Garage 61 - Erik Nekkers - Ligier JS P320 - Charlotte Motor Speedway (Roval 2025) - 01.17.071 - 01K5HQPT9XJKR0VA54BMA08HM8.csv,Frontstretch Chicane Exit,9.62536453387954,0.7515566731058634,45.013551159722226,26.190964,66.028885,64.3878532495997,41.523585304505886,65.99294104376473,27.48848502120907,0.6532433641644055,0.42647689462661753,0.1556863272276342,0.28723452519659076,2.2559448126280173,1.5769508039033704
Ethan Hamlett,Garage 61 - Ethan Hamlett - Ligier JS P320 - Charlotte Motor Speedway (Roval 2025) - 01.14.340 - 01K5JC77CSN3B3698QX0AAQHA3.csv,Frontstretch Chicane,6.160954269653455,0.1936931284837229,46.80761131451613,40.317905,54.222984,46.287474816564675,46.21687674611089,53.76088298606713,40.5906834619365,0.7346973048454625,0.40585524427048475,0.06832498595887096,0.1430184214669459,1.3236425188708596,0.4313779993594763
Ethan Hamlett,Garage 61 - Ethan Hamlett - Ligier JS P320 - Charlotte Motor Speedway (Roval 2025) - 01.14.340 - 01K5JC77CSN3B3698QX0AAQHA3.csv,Infield Entry/Horseshoe,10.481101257854256,0.1421619007440551,48.160193195892575,37.52262,58.9378,47.24342699574967,42.78630058918343,58.396436586433936,37.94658419788229,0.6711817908607225,0.42950275527433573,0.049034129182886715,0.08905005761302286,2.0880318912131526,0.5284713921837404
