feature,importance
brake_start_m,0.3748307444955644
mean_speed_kph,0.2607146274070614
min_speed_kph,0.17228781176425487
exit_speed_kph,0.036303647899424994
entry_speed_kph,0.03359853553430921
throttle_on_m,0.022286957082245342
max_speed_kph,0.0038297255411651704
var_speed,0.0032195310503431757
full_throttle_ratio,0.0001497915134900089
brake_ratio,3.017674742546254e-05
