driver,file,sector,sector_time_sec,brake_start_m,throttle_on_m,entry_speed_kph,exit_speed_kph,min_speed_kph,max_speed_kph,mean_speed_kph,var_speed,full_throttle_ratio,brake_ratio,sector_time_best,delta_time_sec
Adam Hernandez,Garage 61 - Adam Hernandez - Ligier JS P320 - Charlotte Motor Speedway (Roval 2025) - 01.17.919 - 01K5QS9FYQPQWJ0ZF0HAG1AJ1M.csv,Frontstretch Chicane Exit,9.366075580394531,5328.68097018,5610.3038418,64.25632479999999,43.10001384615384,31.34829576,66.50346296,46.535443720779796,179.4696640862131,0.420863309352518,0.3057553956834532,8.87322455314477,0.4928510272497615
Adrian Lopez Muñoz,Garage 61 - Adrian Lopez Muñoz - Ligier JS P320 - Charlotte Motor Speedway (Roval 2025) - 01.17.402 - 01K53XHMPWABNXSJKN9BJP9ND6.csv,Frontstretch Chicane,6.500160243063413,208.673569068,374.25809739,43.83845415384615,42.509218839999996,37.560042079999995,52.790133080000004,44.48695013756398,24.37792467204367,0.5435897435897435,0.13076923076923078,5.96698058012354,0.5331796629398733
Adrian Lopez Muñoz,Garage 61 - Adrian Lopez Muñoz - Ligier JS P320 - Charlotte Motor Speedway (Roval 2025) - 01.17.402 - 01K53XHMPWABNXSJKN9BJP9ND6.csv,Infield Entry/Horseshoe,11.350496652744624,843.47093775,1214.91572262,42.56889108,38.87674044,35.02373104,54.80602048,44.712241663657814,32.24435941729317,0.4528023598820059,0.1592920353982301,10.33970865350089,1.0107879992437336
Adrian Lopez Muñoz,Garage 61 - Adrian Lopez Muñoz - Ligier JS P320 - Charlotte Motor Speedway (Roval 2025) - 01.17.402 - 01K53XHMPWABNXSJKN9BJP9ND6.csv,Infield Switchbacks,11.361329635309469,1960.1516311500002,1275.22438635,38.952015720000006,40.93571636,38.952015720000006,60.60567024,51.0287541026138,46.11891056833536,0.7121879588839941,0.16299559471365638,10.785510625633757,0.5758190096757119
Adrian Lopez Muñoz,Garage 61 - Adrian Lopez Muñoz - Ligier JS P320 - Charlotte Motor Speedway (Roval 2025) - 01.17.402 - 01K53XHMPWABNXSJKN9BJP9ND6.csv,NASCAR T1–T2 (Oval),16.5650846660932,2272.68444459,2429.2244547,40.984863319999995,62.184860199999996,14.432372860000001,62.184860199999996,39.242003214765234,233.088240520034,0.6813186813186813,0.17882117882117882,15.671501026181963,0.8935836399112365
Adrian Lopez Muñoz,Garage 61 - Adrian Lopez Muñoz - Ligier JS P320 - Charlotte Motor Speedway (Roval 2025) - 01.17.402 - 01K53XHMPWABNXSJKN9BJP9ND6.csv,Backstretch Chicane,9.573461102369853,3773.6874142799998,4047.8546949,62.20962644,30.1286024,29.68071392,68.3576462,53.07512251524476,246.57679835337672,0.5262237762237763,0.263986013986014,9.0217610919371,0.5517000104327536
Adrian Lopez Muñoz,Garage 61 - Adrian Lopez Muñoz - Ligier JS P320 - Charlotte Motor Speedway (Roval 2025) - 01.17.402 - 01K53XHMPWABNXSJKN9BJP9ND6.csv,NASCAR T3–T4 (Oval),12.524206036099041,,4055.85309,30.16783668,64.89167416000001,30.16783668,64.89167416000001,52.07239420404256,106.2471008151208,0.9547872340425532,0.0,12.096361743817779,0.42784429228126264
Adrian Lopez Muñoz,Garage 61 - Adrian Lopez Muñoz - Ligier JS P320 - Charlotte Motor Speedway (Roval 2025) - 01.17.402 - 01K53XHMPWABNXSJKN9BJP9ND6.csv,Frontstretch Chicane Exit,9.527261664320397,5352.84814965,5594.5909086,64.90901616000001,43.48269169230768,29.596971279999998,67.22805131999999,45.707274497949555,211.91117990743174,0.4789473684210526,0.22982456140350876,8.87322455314477,0.6540371111756276
Al Lotufo,Garage 61 - Al Lotufo - Ligier JS P320 - Charlotte Motor Speedway (Roval 2025) - 01.17.004 - 01K5N2GSK3B4SPRYZNQVMHBK1X.csv,Frontstretch Chicane,6.39744927740711,181.566899745,328.25302844099997,44.37401438461538,44.56549456,39.97362752,52.13899164,45.2013051684926,15.003094800127307,0.3645833333333333,0.14322916666666666,5.96698058012354,0.43046869728356985
Al Lotufo,Garage 61 - Al Lotufo - Ligier JS P320 - Charlotte Motor Speedway (Roval 2025) - 01.17.004 - 01K5N2GSK3B4SPRYZNQVMHBK1X.csv,Infield Entry/Horseshoe,11.08664394718887,817.8592157999999,1195.0541904,44.60944756,40.49225724,36.399813879999996,55.588109360000004,45.76176113564955,38.93765760886048,0.34894259818731116,0.19637462235649547,10.33970865350089,0.7469352936879794
Al Lotufo,Garage 61 - Al Lotufo - Ligier JS P320 - Charlotte Motor Speedway (Roval 2025) - 01.17.004 - 01K5N2GSK3B4SPRYZNQVMHBK1X.csv,Infield Switchbacks,11.287084141234862,1928.71058709,2194.83364998,40.56649752,40.51901264,40.45855104,60.15969976,51.38795119840473,39.34540750371316,0.670605612998523,0.13884785819793205,10.785510625633757,0.5015735156011054
Al Lotufo,Garage 61 - Al Lotufo - Ligier JS P320 - Charlotte Motor Speedway (Roval 2025) - 01.17.004 - 01K5N2GSK3B4SPRYZNQVMHBK1X.csv,NASCAR T1–T2 (Oval),16.84598631690288,2254.62216024,2463.48668976,40.53712408,61.4782402,16.960324840000002,61.4782402,38.53497874921875,214.57203202701396,0.6005859375,0.1279296875,15.671501026181963,1.1744852907209182
Al Lotufo,Garage 61 - Al Lotufo - Ligier JS P320 - Charlotte Motor Speedway (Roval 2025) - 01.17.004 - 01K5N2GSK3B4SPRYZNQVMHBK1X.csv,Backstretch Chicane,9.346671370283097,3775.9501021500005,4054.9711636800002,61.50336212,29.6135942,29.34018904,67.72080636,54.421856553046595,199.4377205572108,0.5501792114695341,0.2885304659498208,9.0217610919371,0.32491027834599784
Al Lotufo,Garage 61 - Al Lotufo - Ligier JS P320 - Charlotte Motor Speedway (Roval 2025) - 01.17.004 - 01K5N2GSK3B4SPRYZNQVMHBK1X.csv,NASCAR T3–T4 (Oval),12.650132767808602,,4055.7694390799998,29.646391159999997,64.2937598,29.646391159999997,64.2937598,51.630439982698405,104.83438017525965,0.9285714285714286,0.0,12.096361743817779,0.5537710239908229
Al Lotufo,Garage 61 - Al Lotufo - Ligier JS P320 - Charlotte Motor Speedway (Roval 2025) - 01.17.004 - 01K5N2GSK3B4SPRYZNQVMHBK1X.csv,Frontstretch Chicane Exit,9.390032179174591,5371.8761271,5591.6648643,64.3111684,43.06768500000001,28.818522079999997,66.94213476,46.37682457423236,216.5556690525353,0.4732142857142857,0.2517857142857143,8.87322455314477,0.5168076260298218
Aleksey Osinsky,Garage 61 - Aleksey Osinsky - Ligier JS P320 - Charlotte Motor Speedway (Roval 2025) - 01.17.694 - 01K5KTP3DP6HJNRQ47A0SWXKZS.csv,Frontstretch Chicane,6.526812175219102,185.91871720499998,390.84774321000003,44.31597846153846,42.96752592,39.245431280000005,52.28311376,44.42284342846306,19.71437284580546,0.4205128205128205,0.17692307692307693,5.96698058012354,0.5598315950955621
Aleksey Osinsky,Garage 61 - Aleksey Osinsky - Ligier JS P320 - Charlotte Motor Speedway (Roval 2025) - 01.17.694 - 01K5KTP3DP6HJNRQ47A0SWXKZS.csv,Infield Entry/Horseshoe,11.111024787727521,819.90234897,1233.52695165,43.031974319999996,36.884283,34.16904056,54.745940360000006,45.70972383046757,36.20770536217082,0.29411764705882354,0.14479638009049775,10.33970865350089,0.7713161342266304
Aleksey Osinsky,Garage 61 - Aleksey Osinsky - Ligier JS P320 - Charlotte Motor Speedway (Roval 2025) - 01.17.694 - 01K5KTP3DP6HJNRQ47A0SWXKZS.csv,Infield Switchbacks,11.78908391117839,1916.73941052,1274.98733679,36.96725808,41.73262052,36.96725808,58.50970296,49.29088427027027,38.6926054590939,0.6173541963015647,0.07965860597439545,10.785510625633757,1.0035732855446327
Aleksey Osinsky,Garage 61 - Aleksey Osinsky - Ligier JS P320 - Charlotte Motor Speedway (Roval 2025) - 01.17.694 - 01K5KTP3DP6HJNRQ47A0SWXKZS.csv,NASCAR T1–T2 (Oval),16.21383470309323,2272.0043463899997,2428.2767199,41.80008788,62.22381268,17.06912644,62.22381268,39.974439650577516,217.39153603066796,0.6798378926038501,0.1469098277608916,15.671501026181963,0.5423336769112677
Aleksey Osinsky,Garage 61 - Aleksey Osinsky - Ligier JS P320 - Charlotte Motor Speedway (Roval 2025) - 01.17.694 - 01K5KTP3DP6HJNRQ47A0SWXKZS.csv,Backstretch Chicane,9.668689356110736,3758.5366338,4043.3251482,62.24879044,29.370979039999998,28.56571884,67.64917903999999,52.66141372462867,242.45890756771098,0.5129533678756477,0.23661485319516407,9.0217610919371,0.6469282641736367
Aleksey Osinsky,Garage 61 - Aleksey Osinsky - Ligier JS P320 - Charlotte Motor Speedway (Roval 2025) - 01.17.694 - 01K5KTP3DP6HJNRQ47A0SWXKZS.csv,NASCAR T3–T4 (Oval),12.542101429477388,,4055.5773432,29.426930399999996,64.33524996,29.426930399999996,64.33524996,52.14682216090667,103.0241965634121,0.9666666666666667,0.0,12.096361743817779,0.44573968565960875
Aleksey Osinsky,Garage 61 - Aleksey Osinsky - Ligier JS P320 - Charlotte Motor Speedway (Roval 2025) - 01.17.694 - 01K5KTP3DP6HJNRQ47A0SWXKZS.csv,Frontstretch Chicane Exit,9.842453637193643,5329.57013775,5578.1944014,64.35027732,44.040321,26.9099118,65.98794892000001,44.34721906253871,210.69390304542554,0.42033898305084744,0.2847457627118644,8.87322455314477,0.9692290840488731
Alessandro Alessio,Garage 61 - Alessandro Alessio - Ligier JS P320 - Charlotte Motor Speedway (Roval 2025) - 01.16.811 - 01K5NMHX11PQQCN8T2PAHGH15K.csv,Frontstretch Chicane,6.47120956170071,198.896670831,356.339149239,44.80069653846154,43.50380468,38.5408708,52.834559119999994,44.7630326039237,23.546144410480323,0.522077922077922,0.19480519480519481,5.96698058012354,0.5042289815771701
