feature,importance
mean_speed_kph,0.9039047049787278
brake_ratio,0.20320075765865148
brake_start_m,0.13428023378252607
entry_speed_kph,0.11177056726635214
min_speed_kph,0.06567791649350406
full_throttle_ratio,0.04871807312243335
max_speed_kph,0.03394177250882997
throttle_on_m,0.03357656739869191
exit_speed_kph,0.02594494035820894
var_speed,0.019449674300627207
